X1;X2
1.5666014406781141;0.20489738284534975
-0.8811414695146028;2.990046082880729
1.5018589273033673;-0.1315238931166907
-1.1811765853837513;2.687297215375889
0.4491131641054746;1.9729196454809346
-0.4258686672861439;1.5243374745621112
-1.2275920787514967;1.8455739795669006
1.6782511042418555;0.6062901328683584
2.197431884407209;1.1844974147595428
-1.4145410701592274;4.007501738026721
-0.7050213540046051;3.3069830037972645
-0.6902981793415632;2.934114935211003
-2.5809272787374766;4.520115091918098
-0.4579430168165645;2.590133133441342
0.1756229033956846;1.5082621200784407
-0.563853201925689;2.1540322601451454
0.863893797668426;0.7041860373515134
-1.4902213147789851;3.659737876828792
2.597589213572227;-1.3131267011362298
-1.6491458320641554;2.8828483942345478
0.2569945017832738;2.8170821159153565
-1.9948835682868564;5.368576500768674
-0.44652996062506894;3.2269009042843
-0.14656396334634425;3.3412122818260888
0.5279554869901923;1.5216083785389343
-3.1374126818953485;6.073071445430691
0.050398748393707615;0.935719290920134
0.7904651655832846;1.1497454030693806
0.6663709573387742;0.18453364365294486
2.6151137494370778;-0.9983372030885665
0.3213911824808907;1.4139131166228378
0.8094508528191159;1.3902028584050925
0.09580898597802158;2.42693824731588
-1.284786896989466;3.7584341500942995
0.590928647566813;1.7334580783867406
0.7587188797229794;1.5289923358749276
0.8618683588252194;3.10315273883868
-1.4397461531807187;4.99599327202274
-1.6868127119144147;3.4487854785805534
-2.158228681399621;4.707220909870104
2.198098238625728;1.1029690640132717
-1.813955298311272;3.459031989090818
0.9290332688612557;0.6808648381654598
0.24117138502800217;1.8349871318801974
0.018233893817000052;1.9857259356682222
3.2378016846714166;-2.507672055016512
1.639298530741791;-0.184821396518934
1.5678296853499465;-0.32178983740704076
1.0366904698484174;1.5357369330285957
-0.27783003750083834;2.017143063432074
1.9701368857738706;0.0926939294779719
-0.3992683187893121;3.765523757987218
-0.8659623456299762;3.2269330479551557
1.8701804469046843;0.43684650256559887
-3.359809692208089;5.51835021166484
0.6527112999407685;1.723626933098381
-0.30418832919008626;1.7874677454052155
-0.5205954572904817;1.80823602111464
-0.1587178196591929;2.9585448740559643
-0.5762723535151175;1.549302033783541
0.34309314691234477;2.049198678883032
-0.17767956009626934;2.410998718984133
0.43451596457093483;0.11606007853794233
-0.4370746114757157;1.945241229888927
-0.5396168188518418;2.663092724506753
-0.2090541731456459;3.2011153193228363
1.1741523471474518;-1.0050970864745936
-0.47678095847686547;2.8788775499947037
-0.46989243462876074;2.707304473396011
0.3506551916872234;2.0611231463513646
-0.7089279567324431;2.8538815009758385
0.5900632625904836;0.8952245843630958
1.8371235315519099;-0.2931359059063971
-0.32046345299358375;0.41815195222416623
-4.0283213110589955;6.896321890064099
1.674010241727188;-0.3152844552800174
-1.6158985569500337;3.4246235325695227
0.2885935836680834;2.7760431567000983
-0.930295826003685;2.909380008094941
0.495366701986652;0.7697966033247015
2.5004055043830276;-0.8315708931042026
1.851688765111198;0.07761407029652034
0.49122811302511504;0.5642580029167189
2.116118937668795;-0.04971800467509533
-3.043288316721508;5.980339060898405
-1.8227131742437142;4.846414379447729
-1.8518591329007674;4.087280910981462
2.6310545644202827;-1.6733661157938073
-0.6943038121301716;2.4845226843977715
-1.5280826915286612;3.6904429579774076
-0.9175692698905396;3.033282192819379
-2.5118146546309106;4.455477441813683
-0.17120889184240454;2.472177053066852
-0.781310025221019;3.0989783934998347
-0.3336490558610877;3.3907274278048964
-1.9282370392859463;4.342424058660812
1.153793800536743;1.6671925506510759
1.498946541099027;0.45658464573802604
-0.2665498312152258;1.2939630907980961
0.055986882602235374;3.2256693290235847
-3.062249242074848;4.74146330231075
0.12162292224678667;2.1148222363747116
-0.5485357634278208;2.137525151509893
0.04150280265388113;1.8461285817569724
-0.5647382264796842;3.3513746857914795
1.6055000127814987;-0.4712743029990635
-0.5882965419179872;1.8830645740786343
-0.3852790078074134;2.9358489943605215
0.5017331377153184;1.7598914240719543
0.06496683215623159;0.6109851438160436
-2.0412695763896846;4.794829873440576
-2.5844241090390803;4.633316468986683
-2.823074941278938;4.942028519337569
-0.40235514093664543;2.5618760588709573
-2.1356557328193078;2.874014284246939
0.7496360247054937;2.2500779104658095
0.6725766840201846;0.8036910967700072
-2.062153863512828;4.521564482320184
-1.008648473883596;3.2384330072071306
0.6068329346794857;1.2475742178064855
-0.685840863151943;1.3393820698130667
